序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
509,【牛！公交司机驾驶室放“无盖热茶水” 全程一滴不洒！】#媒体聚焦#江苏南京的公交司机顾勇，工作时习惯在驾驶室放杯无盖热茶水，一整趟车跑下来滴水不洒。他说，练这个绝活就是为了让自己开车不急躁，所以开了30年，安全零事故！网友：现实版“拓海”，师傅帅！L央视新闻的秒拍视频 via央视新闻,7月12日 09:48,1,1,17,360安全浏览器,Fc0DrkKGk,0
510,【盘点四川重大高速公路项目建设进度，有你关注的吗？】#交通动态#一条条“大动脉”，将各市州、各县城与进出川通道串联，在方便沿线群众出行的同时也让他们脱贫致富。上半年过去了，你关注的高速公路进展如何？交通君带你看↓↓ ????,7月12日 09:30,2,评论,赞,微博 weibo.com,Fc0w77QP4,0
511,【注意！成都5条公交线路走向临时调整】#市州动态#因成都地铁九号线施工打围，武青北路机九路口——武青南路武青东二路口实行由北向南单向通行，临时调整89、123、339、509、908路5条公交线路走向↓↓。为方便市民公交出行，今日起增设1100路“新园南一路南站”、121、304路“空港总部站”。 ? ????...展开全文c,7月12日 09:15,6,评论,赞,360安全浏览器,Fc0q4rMXO,0
512,#四川早安#一只超级爱犯困兔子小公举，遇到了一只和它一样容易困的软萌兔子，两只一见钟情后每天黏糊腻歪，敲可爱...又想骗我吸兔子？L英国报姐的秒拍视频 ????,7月12日 08:30,4,4,赞,微博 weibo.com,Fc07LaVFD,0
513,#四川晚安#大白凤头鹦鹉，简直是鸟界哈士奇...这怕不是个傻子吧，千万别让你家的鹦鹉太无聊，不然会憋出病来！L成都商报的秒拍视频 ????,7月11日 23:00,6,9,6,微博 weibo.com,FbWop5J2i,0
514,【乐夹大道连接线全线通车 千佛岩更近了】#市州动态#乐夹大道连接线为乐夹大道延伸段，位于夹江县漹城镇永胜村和在古村境内，是连通乐夹大道、千佛大道、青衣江三桥的重要通道。乐夹大道连接线通车后，市民就可以从青衣江三桥直达千佛岩，再也不用穿城而过，路程也缩短了。 ????,7月11日 17:30,1,2,3,360安全浏览器,FbUeCkrrh,0
515,辛苦了,7月11日 17:03,转发,评论,12,360安全浏览器,FbU3ycomZ,0
516,【什么！#四川在下雪#？！】#轻松一刻#最近，全国大部分地区都在高温的炙烤中，然而四川有些地方居然放飞自我，疯狂降温。近日，高尔寺山、达古冰山、康定木格措都下起了雪，让景区的游客感受冰箱一般的清凉！ ????via四川日报 ????,7月11日 16:07,3,4,4,360安全浏览器,FbTH19rF7,0
517,【巴中市开展公交出租汽车专项整治行动】#市州动态#对发生劣质服务的出租汽车将停班整顿，对驾驶员纳入记分管理，情节严重的，注销从业资格，并记入出租汽车驾驶员“黑名单”库，三年内不得在巴城从事出租汽车服务工作。此次整治行动分三个阶段：6月27日至7月10日为宣传发动阶段，7月11日至11月30 ????...展开全文c,7月11日 15:41,4,2,赞,360安全浏览器,FbTwnfQtM,0
518,【共享单车火了！正确骑车姿势你get到了吗？】#交通分享#随着共享单车的普及与户外骑车运动的日渐火热，骑行已然成了健康生活的新形式。骑自行车的好处有哪些？怎么骑才能更健康、更有效呢？骑自行车的正确姿势你get到了吗？戳图了解↓转发收藏！ ??via央视新闻 ????,7月11日 15:40,4,1,赞,360安全浏览器,FbTw0ynXv,0
519,【广元城区至明月峡、雪溪洞有直通车啦】#交通民生#该直通车从广元城区至明月峡景区的单程票价为12.5元/人，至雪溪洞景区的单程票价为13.5元/人，均系滚动发车。游客中途可在沙河镇、朝天城区上下车，广元城区乘车地点为市汽车客运站北门发车点（北门汽车站），返程可直接在景区乘坐该车辆。,7月11日 14:21,2,评论,1,360安全浏览器,FbSZSlaFn,0
520,【成都市兴业大道下穿成渝铁路立交工程建成通车】#市州动态#成都市兴业大道下穿成渝铁路立交工程位于新都区石板滩镇，于2016年5月开工建设，2017年7月建成通车。建成通车后，打通了兴业大道的“梗阻点”，解决了新都通往龙泉驿区、天府新区的交通瓶颈问题，对完善新都区域路网结构具有重要意义。,7月11日 11:54,3,评论,赞,360安全浏览器,FbS26zDnv,0
521,"【成都二环路高架桥下 美哭的绿色走廊】#交通分享#建成于2013的的成都二环路高架桥,全长28公里,是城市快速公交BRT，每天30万人次的搭乘，桥下是巨大高的桥墩，采用了一种攀附力强的植物“爬山虎”。不过几年时间，寓意盎然的“爬山虎”已经长满桥墩，让整个二环路拥有了与这座城市相吻合的文艺份。",7月11日 09:47,13,6,15,360安全浏览器,FbRcCohk0,0
522,【2017年上半年资阳市交通脱贫攻坚任务进展顺利】#市州动态#截至6月底，全市80个退出贫困村，已有75个贫困村实现了通硬化路，占总量的93.8%。全市已完成通村硬化路、通社公路共182.6公里，为目标任务的62.3%，为计划进度56公里的326%，其中通村硬化路完成15.9公里，通社公路完成166.7公里。,7月11日 09:30,3,1,2,微博 weibo.com,FbR5CfICQ,0
523,#四川早安#充满希望的旅途胜过终点的到达。——霍金 《果壳中的宇宙》 早安  ????,7月11日 08:30,2,评论,2,微博 weibo.com,FbQHfEVIU,0
524,#四川晚安#有些人，有些事，就像是光一样。即使你碰不到，但一直都在你身旁。晚安 ????,7月10日 23:00,3,2,4,微博 weibo.com,FbMXTC2MC,0
525,【攀枝花：交通基础设施重大项目建设稳步推进】#市州动态#今年前5个月，攀枝花多个交通基础设施重大项目建设稳步推进。其中，与四川高速公路建设开发总公司、四川铁路产业投资集团、凉山州和宜宾市正式签订了《G4216线屏山新市至金阳段、金阳至宁南段、宁南至攀枝花段高速公路投资建设框架协议》 ????...展开全文c,7月10日 18:06,1,评论,赞,360安全浏览器,FbL2M9uAi,0
526,【巴中市首个交通建设领域安全体验馆建成】#市州动态#该馆涵盖了安全防护用品展示、安全帽撞击、安全带使用、高空坠落、墙体倾覆、综合用电、隧道坍塌、灭火器演示体验等十余种施工场景，将施工中常见的危险源进行了实景模拟。通过“了解事故、体验事故”的方式，在视觉、听觉、触觉上让体验人员 ????...展开全文c,7月10日 15:24,2,评论,赞,360安全浏览器,FbJYQAnIa,0
527,【清凉出行 泸州将新增70台空调公交】#交通民生#本月内，泸州公交将一次性投入70台新能源空调公交车运营，用于更换公交29、25、238、246路及新开公交297路。截止目前，泸州城区各大组团、各片区都开行了空调公交车线路。接下来，主城区空调公交车将逐步实现全覆盖。,7月10日 14:04,2,评论,6,360安全浏览器,FbJsy1MmM,0
528,【内威荣高速荣县东入口9月底建成通车 到成都更近了】#交通动态#三标段起于旭阳镇连村公路，止于内威荣高速荣县东互通收费站广场，总长974.04米，路面宽为50米，双向六车道。该标段预计总投资1.2618亿元。从行政中心出发，通过内威荣高速荣县东入口去成都比乐自高速荣县南入口将缩短约7公里。,7月10日 12:02,4,1,赞,360安全浏览器,FbIF6jwQL,0
529,#交通分享#厉害了！雅西高速过山隧道，世界罕见的双螺旋设计 L秒拍视频 ????,7月10日 10:48,9,8,20,360安全浏览器,FbIb0w7fJ,0
530,【横跨川黔 泸州叙永水潦铺跨省大桥预计8月通车】#天府家政#位于赤水河、连接叙永县和贵州省毕节市七星关区生机镇的省际大桥——水潦铺大桥，预计将于今年8月正式通车。通车之后，将使两省交界城市之间的交通路网得到改善，并构建起赤水河流域1小时经济圈，为促进川黔两省革命老区的彝族同胞共同脱贫奔 ????...展开全文c,7月10日 09:30,5,1,2,微博 weibo.com,FbHF762LD,0
531,#四川早安# 人生中最艰难的两场考验：等待时机到来的耐心，和面对一切际遇的勇气。早安~！ ?? ????,7月10日 08:30,2,1,4,微博 weibo.com,FbHgLqCWl,0
532,【好消息！南充50辆纯电动公交车将在9月上路】#市州动态#今年9月，南充50辆纯电动公交车将上路行驶，目前，西山、西华路、马市铺3个公交换乘站内新建50个充电桩，将于7月上旬建成。充电桩建成后，充电两个小时，纯电动公交车可以跑300余公里。根据安排，这50个公交换乘站将于7月9日前全部建成。,7月7日 17:36,1,评论,赞,360安全浏览器,Fbiza91V4,0
533,【江坳口高速公路出口蜕变 宜宾县“后颈窝”变脸面】#市州动态#“今天路过宜宾县，看到该县江坳口高速公路出口焕然一新，让人眼前一亮。”正在江坳口进收费站的驾驶员王先生惊奇的说到。宜宾县于2017年4月13日开始正式施工建设宜宾县江坳口高速路口综合整治景观绿化工程，其中绿化工程投资约715万 ????...展开全文c,7月7日 15:34,3,评论,1,360安全浏览器,FbhLnrYjr,0
534,【7月10日起 G5012恩广高速达万段天坪寨隧道路段管制】#交通动态#G5012恩广高速公路达万段天坪寨隧道路面将进行黑化施工。7月10日至9月26日，有关部门对G5012恩广高速公路达万段天坪寨隧道路段（K32+750至K39+400）进行管制。施工期间，交通管制路段将采取半幅封闭施工，另半幅双向通行的交通管 ????...展开全文c,7月7日 14:24,3,评论,赞,360安全浏览器,FbhjjiwI7,0
535,@ 印度，#界线即是底线#！ ????,7月7日 13:50,1,1,10,360安全浏览器,Fbh5jqylO,0
536,【全国首个！成都出台意见鼓励新能源汽车分时租赁】#市州动态#成都市交委牵头起草的《成都市关于鼓励和规范新能源汽车分时租赁业发展的指导意见（征求意见稿）》在成都市交通运输委员会官方网站（O网页链接）发布，向社会公开征求意见，征求意见时间为7月6日至7月19日。@成都交通运输,7月7日 12:52,1,评论,赞,360安全浏览器,FbgHEkmxd,0
537,【旺苍完成交通建设目标任务实现“双过半”】#市州动态#今年1-6月，该县累计完成交通建设投资4.85亿元，占年度目标任务的55.75%，全县交通建设固定资产投资顺利实现时间任务“双过半”。截止目前，该县S303线旺苍县城至陕西宁强界公路改建工程完成投资2.27亿元；县乡公路建设完成投资2.477亿元； ????...展开全文c,7月7日 09:30,1,评论,1,微博 weibo.com,FbfnCxq9l,0
538,【巴中市S202线南江沙河镇减水店处塌方】#交通动态#7月6日23时30分左右，受连日大雨影响，S202线南江县沙河镇减水店处（K117+900-K117+935）山体塌方，塌方体长约35米，宽约9米，高约6米，双向阻断。现场投入机械设备4台、人员12人，全力清理塌方，目前已半幅抢通，单向通行，预计今日18：00全面 ????...展开全文c,7月7日 09:02,转发,评论,1,360安全浏览器,FbfcicANH,0
539,#四川早安#“没有比别人更厉害，就要比别人更努力，在未来，与更好的自己相遇。” ?大家早安 ????,7月7日 08:30,转发,2,5,微博 weibo.com,FbeZhd5cz,0
540,【北大留学生爆笑演讲：“君子和而不同”】#四川晚安# 7月5日，@北京大学 毕业典礼硕士生代表艾文上台发言。他在现场用流利的中文，风趣地讲述了3个在北大学习生活中的小故事，鼓励人与人之间应开放包容：多认识、多理解、多交友。现场爆笑不断 L一手video的秒拍视频,7月6日 23:00,1,1,2,微博 weibo.com,FbbfUx6Tr,0
541,"【还差100米 都京港嘉陵江大桥就合拢了！】#交通动态#该大桥采用BT模式投资建设，南起于嘉陵岸文峰大道翠湖西侧与惠民路平交，向北上跨文峰大道并设置文峰互通，以矮塔斜拉桥跨越嘉陵江，之后上跨都京港码头作业区，向北穿越朱凤山，止点与既有江东大道相接。全长3.4公里，主孔跨径240m, 双向六 ????...展开全文c",7月6日 17:31,1,2,1,360安全浏览器,Fb96wzBWy,0
