序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource,Score
315,【中央财政紧急拨付四川灾区1亿元 省财政下达应急抢险专项资金5000万元 】8月9日，四川九寨沟7.0级地震后，中央财政紧急拨付四川灾区自然灾害生活救助资金1亿元。四川省级财政安排应急抢险专项资金5000万元，与中央资金同步下达灾区。省财政厅相关负责人称，这笔应急抢险专项资金主要用于灾区群众临时 ????????...展开全文c, 8月9日 15:26,2,6,10,微博 weibo.com,FgiOA1MFo,1,315,122,1,0.7798196849490255
316,【紫坪铺等3座大型水库水电站正常运行 原有堰塞湖初排无溃决风险】8月9日14时30分，记者从四川省政府新闻办获悉，九寨沟县发生地震后，通过对阿坝、广元、绵阳3市(州)地震影响范围内水库水电站、堰塞湖等6个方面水利受灾情况核查统计，截至目前，地震影响范围内紫坪铺、水牛家、毛尔盖3座大型水库水电 ????????...展开全文c, 8月9日 15:17,1,评论,3,微博 weibo.com,FgiKRw6qH,1,316,123,1,0.7659433014437407
317,#九寨沟7.0级地震# 【驻松潘的大邑援建队接回15名地震伤员】8月9日上午，大邑驻松潘援建队接回第一批15名地震伤员。据悉，昨夜地震发生后，大邑援建队第一组在震后十五分钟左右出发，因地震后路况不好，大约两个小时后到达九寨沟。 ????????, 8月9日 14:33,2,3,13,微博 weibo.com,Fgithu5a3,1,317,124,1,0.7263280984868556
318,#九寨沟7.0级地震# 【九寨天堂洲际酒店游客已全部转运完毕】据川报观察记者在现场看到，截止今天中午1时14分，最后一辆面包车运送10多位游客离开九寨天堂洲际酒店，现场游客已全部转运完毕。 ????????, 8月9日 14:13,3,4,11,微博 weibo.com,FgikTocED,1,318,125,1,0.7865090457111596
319,【ABA综合格斗国际挑战赛延期举行】今日，ABA综合格斗国际挑战赛组织委员会 发出通告，由于 2017年8月8日21时19分阿坝州九寨沟县发生7.0级地震，为全力保障抗震救灾工作，ABA综合格斗国际挑战赛组织委员会特决定延期举办本次赛事，所持票一律有效，给大家带来的不便敬请凉解。 咨询电话：唐先生????1590 ????????...展开全文c, 8月9日 13:11,1,2,8,微博 weibo.com,FghVRsFWy,0,319,-156,1,0.8148655683993995
320,#九寨沟7.0级地震# 【今日成都往返九寨沟航班增加7个】9日12时30分，记者从四川省机场集团获悉，今天成都双流国际机场今天计划安排13个航班进出九寨沟，较正常计划航班量多出7个，目前已有3个航班执行。（来源：川观） ????????, 8月9日 13:08,1,评论,8,微博 weibo.com,FghUumj5r,1,320,126,1,0.7321554958602339
321,#九寨沟7.0级地震# 【九寨天堂超过三分之二的游客已转移】8月9日11点55分，成都会展旅游集团九寨天堂发布消息称，超过三分之二的游客在政府统一安排下，已安全撤离转移出现场，预计今天下午2点前剩余游客将全部转移完毕。地震灾害发生后，经过九寨天堂全体员工的艰苦奋战和客人的配合，已将2500多名客 ????????...展开全文c, 8月9日 13:06,4,13,8,微博 weibo.com,FghU3tilI,1,321,127,1,0.7864794657130838
322,#九寨沟7.0级地震# 【九寨沟景区管理局对外公布24小时应急电话】据九寨沟景区管理局消息，地震发生后，全体在岗领导全部进入九寨沟景区内进行安全排查工作，并对外公布应急电话0837-0837-7249055，13909043748（应急办主任????赵安宏），24小时值守。@四川共青团 ????????, 8月9日 13:02,8,1,10,iPhone 6s,FghSmhIXt,1,322,128,1,0.6787952030828743
323,#九寨沟7.0级地震# 【九寨沟甲蕃古城滞留游客正有序离开】经过交警的协调和养路工人的抢修，滞留于甲蕃古城的游客陆续乘坐大巴有序离开。 ????????, 8月9日 12:57,转发,4,18,iPhone 6s,FghQp6nk4,1,323,129,1,0.7832718088320345
324,#九寨沟7.0级地震# 【陆航部队第二批4架直升飞机飞赴灾区】8月9日11时50分，西部战区陆军第77集团军某陆航旅第二批次4架直升机起飞飞赴九寨沟县漳扎镇，飞机上搭载了由西宁联保中心成都总医院精干力量组成的35人医疗队，同时装载了灾区急需的救援物资。抵达漳扎镇后，医疗队将立即开展伤员救治、重伤员 ????????...展开全文c, 8月9日 12:42,20,13,53,微博 weibo.com,FghK48jPT,1,324,130,1,0.797233575522691
325,#九寨沟7.0级地震# 【101位出租车师傅自发运送乘客和救灾人员】8月9日上午11点40分，数十辆银色出租车在九黄机场外一字排开，在阳光下闪着光芒。比车队更吸引人的，是一旁用多张A4纸拼成的告示——为救灾人员、旅客提供免费接送、食品饮品。告示旁，是成堆的方便面、矿泉水。有人在不断向滞留机场的旅 ????????...展开全文c, 8月9日 12:40,9,16,50,微博 weibo.com,FghJoqSjB,1,325,131,1,0.7963972219061554
326,#九寨沟7.0级地震# 【权威！四川交警发布最新交通管制信息】一、自8月9日0时起，对G213线若尔盖至川主寺段、S105线北川至青川段、S205线绵阳至九寨沟县双河乡段、S301线川主寺至甘肃文县段，S302县茂县至梓潼段进行管制，所有社会车辆（包括群众、志愿者自发组织的救援车辆）禁止前往灾区方向。未经许 ????????...展开全文c, 8月9日 11:39,10,8,15,微博 weibo.com,FghkBz3nq,1,326,132,1,0.7482172183357179
327,#九寨沟7.0级地震# 【九寨沟沟口至九寨天堂三处堵点 已有一处抢通简易便道】8月9日上午10点50分 ，记者从四川省政府新闻办获悉，九寨沟沟口至九寨天堂三处堵点，已有一处抢通简易便道。目前，国道213线茂县境内K769+700(石大关旧关楼)处山体高位垮塌尚未恢复通车。国道544线(原省道301线)，九寨沟漳扎 ????????...展开全文c, 8月9日 11:27,1,评论,8,微博 weibo.com,FghfwBLWN,1,327,133,1,0.7994621993620097
328,#九寨沟7.0级地震# 【阿坝州长带领游客疏散 政府机关车辆参与运送游客】】“我是阿坝州州长，请大家按秩序排好队，跟我走！”8月9日9时左右，甲蕃藏寨旁，阿坝州长杨克宁拿着话筒向聚集的游客大声喊道。由他亲自开道，一辆辆自驾游车辆跟在州长车后，沿着刚刚抢通的道路往松潘方向出行。记者从现场获悉 ????????...展开全文c, 8月9日 11:25,4,6,24,微博 weibo.com,Fghf4wMxC,1,328,134,1,0.7946588439927698
329,#九寨沟7.0级地震#【 王东明尹力抵达九寨沟县漳扎镇】8月9日上午10点20分许， 四川省委书记王东明， 省委副书记、省长尹力抵达九寨沟县漳扎镇，现场指导抗震救灾工作，看望慰问受灾群众。（来源：川观） ????????, 8月9日 11:24,转发,2,9,iPhone 6s,FgheykNcX,1,329,135,1,0.7783623812681735
330,#九寨沟7.0级地震# 直升机航拍震后九寨沟县漳札镇 ????????，依稀可见还在垮塌的山体。（来源：川观） ????????, 8月9日 11:18,15,5,16,微博 weibo.com,FghccDFX2,1,330,136,1,0.7258161986050308
331,#九寨沟7.0级地震# 【九寨沟县人民医院首批伤员开始转移】8月9日上午10点30分，在九寨沟县人民医院，经过抵达现场的省医院救援队专家和九寨沟县人民医院医生联合会诊，目前伤情较重但生命体征平稳的首批4位伤员已经开始转移。 10点45分，来自陕西的游客韩雨欣（音）已经转移至救护车上，将送往绵阳市中 ????????...展开全文c, 8月9日 11:10,1,3,11,微博 weibo.com,Fgh8Q3NhM,1,331,137,1,0.8021784220935404
332,#九寨沟7.0级地震# 【航拍：平武至九寨沟交通管制秩序良好 被困游客有序转移】在9日上午获取的航拍画面中可看到，S205线平武县城周边多个点位实施了交通管控，为返回车辆留出通道。运送被困游客的大巴、轿车通行井然。（来源：川观） ????????, 8月9日 11:09,转发,评论,8,微博 weibo.com,Fgh8rtnSI,1,332,138,1,0.7447148742647915
333,#九寨沟7.0级地震# 【九寨沟县市场供应基本稳定】8月9日上午从四川省工商局获悉，“8·8”九寨沟地震发生后，省工商局迅速与灾区联系，了解灾情，要求阿坝州工商局加强市场监管，维护市场秩序，积极参加抢险救灾。除九寨沟县外，阿坝其他县工商局也要动员起来，守望相助，协力救灾。（来源：川观） ????????, 8月9日 11:08,转发,评论,5,微博 weibo.com,Fgh7YxKKm,1,333,139,1,0.7748474990737886
334,#九寨沟7.0级地震# 【中铁一局大型器械正加紧抢险推进】8月9日上午10时25分，记者在现场看到，中铁一局的大型机具正加紧施工抢险，路面正在不断推进。 ????????, 8月9日 11:06,转发,3,24,微博 weibo.com,Fgh6Z80zD,1,334,140,1,0.7436768270814568
335,#九寨沟7.0级地震# 【九寨沟县城及九寨沟景区已恢复供电】截至9日7时，地震造成阿坝电网110千伏九寨沟变电站（甘海子）、35千伏黄龙变电站、1条110千伏线路、29条10kV线路停运，黄龙乡1900余户停电。九寨沟县县城（非国家电网供区）及九寨沟景区共10条10千伏线，已恢复供电。目前，国网四川电力在抢险 ????????...展开全文c, 8月9日 10:49,2,2,4,微博 weibo.com,Fgh0oodXL,1,335,141,1,0.7301291141191721
336,#九寨沟7.0级地震# 【第一批返程游客已驶离平武境内】8月9日，9点50分，记者从省公安厅获悉，目前平武交警大队在平武林家坝路段开导车集中对返程车辆进行统一引导，确保受困游客安全顺利通行平武境内，第一批返程游客已驶离平武境内。此外，江油交警严阵以待，随时做交接好护送。（来源：川观） ????????, 8月9日 10:48,转发,评论,6,微博 weibo.com,FggZW4ijf,1,336,142,1,0.7718136739583165
337,#九寨沟7.0级地震# 【今日将有22架次航班到九黄机场“接人”】??8月9日早上9点25分，一架空客391飞机降落在九黄机场。半个小时后，候机大厅响起提醒旅客登机提示——这架载客量约140人的飞机已做好准备，将满载飞往杭州。九黄机场相关负责人介绍，截至8月9日10点，这是飞抵九黄机场的第二架航班，9日当 ????????...展开全文c, 8月9日 10:47,1,1,13,微博 weibo.com,FggZwmy1S,1,337,143,1,0.7285857446141094
338,#九寨沟7.0级地震# 【各方救援力量全力打通九寨沟生命线】O网页链接 目前，通往九寨沟地震灾区的主要包括G213、G544、S301等主要通道。根据四川省交通运输厅消息，截至9日9时30分时，G544线九黄机场至弓杠岭畅通，弓杠岭至九寨天堂段有多处巨石阻断，九寨天堂至九寨沟景区沟口段多处断道， ????????...展开全文c, 8月9日 10:22,转发,7,16,iPhone 6s,FggPqbbSL,1,338,144,1,0.7730505067949742
339,#九寨沟7.0级地震# 【九寨沟黄龙机场数百名旅客滞留 现场秩序较良好】9日上午9点，记者在九寨沟黄龙机场看到数百名游客席地而卧，机场方面已经提供蓝色被子和方便面等基本物资，候机大厅比较温暖，现场秩序比较良好。一位来自杭州的游客表示，昨晚12点已到达机场，机场方面安排其住在宾馆，食宿条件得 ????????...展开全文c, 8月9日 10:13,3,1,21,iPhone 6s,FggLP4pmE,1,339,145,1,0.7618740119865984
340,#九寨沟7.0级地震#【九寨沟未来三天天气以多云为主】 预计，8日夜间至10日，九寨沟震区以多云天气为主，午后有分散性小阵雨；11日将有小到中雨。（来源：新华社） ????????, 8月9日 10:08,转发,评论,3,iPhone 6s,FggJFw9Qs,1,340,146,1,0.7600736085465699
341,#九寨沟7.0级地震# 【王东明在九寨沟机场主持召开指挥部第一次会议：我们一定不会被突如其来的灾害所压倒】今天早上6时许，由于前方道路阻断，省委书记王东明在九寨沟机场就地主持召开省抗震救灾指挥部第一次会议，对进一步做好抗震救灾工作提出要求。O王东明在九寨沟机场主持召开指挥部第一次会议... ????????, 8月9日 10:03,2,评论,12,iPhone 6s,FggHN7vbI,1,341,147,1,0.788898931186989
342,#九寨沟7.0级地震# 【九寨沟地震已造成13人死亡 175人受伤】记者从四川省政府新闻办获悉，截至2017年8月9日早上9点30分，九寨沟7.0级地震已造成13人死亡，175人受伤。 ?????? ????????, 8月9日 10:02,15,11,6,iPhone 6s,FggH0ERDF,1,342,148,1,0.7652435484124869
343,刚刚网友发来信息，被困游客已获救。, 8月9日 09:58,7,8,47,iPhone 6s,FggFmpdQ2,1,343,149,1,0.6843826791414469
344,#九寨沟7.0级地震# 【九寨沟县武警官兵开辟绿色通道救助伤员】自地震发生以后，大量游客、伤员疏散至九寨沟县城，导致交通拥堵，武警阿坝支队九寨沟县中队官兵在维护县城秩序，接送伤员的同时，协助交警疏散交通，为救护车和救援车辆开辟绿色通道，维护现场秩序。 ????????, 8月9日 09:56,1,3,12,iPhone 6s,FggEFeMr7,1,344,150,1,0.7285602226871699
345,#九寨沟7.0级地震# 今日6时，关门子附近下行方向，道路阻断第一处大型滑坡塌方处已经抢通便道，供应急车辆通行。目前，挖机等大型机械已经陆续入场，继续拓宽挖平路面，尽全力保证生命通道畅通。9时22分左右，当地发生强烈余震，山体再次垮塌，山石大量坠落。 ????????, 8月9日 09:49,转发,6,10,iPhone 6s,FggBOgW6Y,1,345,151,1,0.8050185162864625
346,#九寨沟7.0级地震# 【已安全转移3万多名游客 尚有1万人左右在九寨沟县境内】川报观察记者获悉，截至9日上午8时许，九寨沟县地震发生后已安全转移3万多名游客，尚有1万名左右游客在九寨县境内。8月9日上午，正在前方的省委常委、政法委书记、公安厅厅长，指挥部副指挥长邓勇在接受川报观察独家采访时介 ????????...展开全文c, 8月9日 09:47,7,6,11,iPhone 6s,FggAUaQME,1,346,152,1,0.7986826600305885
