序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
294,很多官兵都和和尤仲泽仁一样，向群众需要的地方挺进，即便他们还不知道自己的家人是否已经安全撤离,8月12日 17:02,1,评论,10,iPhone 7,FgLJ6mezK,1,3706,237,4
295,#九寨沟地震# 成都消防飞豹救援队，充分抓紧每时每刻，丝毫未停歇，仅用了一个半小时，就为灾区人民成功搭建好了40顶救灾帐篷，为他们提供了安全有保障的落脚点。@四川消防,8月12日 12:46,2,1,14,iPhone 7,FgK3p26Cf,1,3707,238,4
297,#九寨沟地震# 目前，成都消防飞豹救援队正帮助受灾群众搭建帐篷。 L成都市公安消防支队的秒拍视频 ????,8月12日 12:05,1,1,8,iPhone 7,FgJMziMRK,1,3709,239,4
298,#都都的消防日记# 【地震后如何规避常见次生灾害】据统计，山体崩塌、滑坡、泥石流是我国目前造成人员伤亡最多、最严重的地震次生灾害。5级以上的地震就可诱发滑坡泥石流，震级越大，诱发面积越大。那么这些次生灾害都有哪些征兆？震后我们该如何规避这些次生灾害可能带来的灾害呢？ ????@四川消 ????...展开全文c,8月11日 17:38,1,评论,2,微博 weibo.com,FgCx5wCP7,1,3710,240,4
301,#九寨沟地震# 目前，成都消防飞豹救援队分成三个组分赴灾区各个安置点开展防火巡查等工作。第一组3人赴勿角乡，第二组2人赴陵江乡，第三组3人赴草地乡分头开展。,8月11日 14:41,1,评论,5,iPhone客户端,FgBnzCmZA,1,3713,241,4
302,【这个视频一定要看完 如何防范余震】一般在一次强地震发生后，会发生多次余震，有些余震会持续几个月，甚至十几年时间！余震有什么特点？余震来了怎么办？看↓转给更多人！（央视记者熊传刚）L央视新闻的秒拍视频 ????,8月11日 11:23,2,评论,1,微博 weibo.com,FgA4SotyS,1,3714,242,4
305,【震后如何紧急规避常见次生灾害？】强震后，次生灾害大致分为两类：一是自然地貌破坏引发的，如滑坡、海啸等；另一种是建筑设施破坏引发的，如火灾、疫病等。据统计，山体崩塌等是目前造成伤亡最多的次生灾害。如何紧急规避这些常见次生灾害？看↓转给更多人！L央视新闻的秒拍视频 ????,8月11日 09:15,6,评论,2,360安全浏览器,FgzeW4zM1,1,3717,243,4
306,#都都的消防日记 # 【地震来了 我们该怎么做？】8月8日21时19分在四川阿坝州九寨沟县发生7.0级地震，震源深度20千米。8月9日7时27分，新疆博尔塔拉蒙古自治州精河县境内发生6.6级地震。近期突发的灾害似乎也敲响了人们的警钟。在突发灾害的情况下，你们知道怎么去沉着应对吗？据了解，地震震级分为九 ????...展开全文c,8月10日 17:05,4,1,3,360安全浏览器,FgsTroxdK,1,3718,244,4
307,#九寨沟地震#??成都消防突击队员经过2小时的徒步行军及沿途搜救，已于12时从诺日朗瀑布到达五花海，现在正向熊猫海挺进。由于沿路道路滑坡及坍塌较严重，导致行进速度较慢，预计两小时后到达熊猫海搜救点进行搜救。,8月10日 12:53,2,6,13,iPhone客户端,Fgrf2aXzB,1,3719,245,4
309,【什么是破坏性地震？地震破坏程度与哪些因素有关？】截至8月9日22时10分，#四川九寨沟7.0级地震#造成19人遇难343人受伤，转移民众超过6万，部分建筑物破坏。专业上，这种地震被称为“破坏性地震”。地震的破坏程度与哪些因素相关？我们如何做好抗震设防，减轻人员伤亡和财产损失？看视频↓转给更多人 ????...展开全文c,8月10日 10:51,1,1,赞,360安全浏览器,FgqrtDc2f,1,3721,246,4
310,#九寨沟地震# 【这次回家是为了救援】尤仲泽仁、李军，都是九寨沟县人，在成都消防支队服役。地震发生后，带着对家乡的无限挂念，主动请战，连夜赶赴灾区返乡参与抗震救灾。 L成都市公安消防支队的秒拍视频 ????,8月10日 09:05,6,2,13,iPhone客户端,FgpKD6Ap0,1,3722,247,4
311,#九寨沟地震# 现场指挥员作出发前动员。 L成都市公安消防支队的秒拍视频 ????,8月10日 08:48,1,5,8,iPhone客户端,FgpDEelYT,1,3723,248,4
312,#九寨沟地震# 据陆航侦查在景区内部还有被困人员凌晨一点，成都消防救援队召开紧急会议通过自愿报名和综合考量选拔出20名精兵强将分为两组携带全套个人装备...展开全文c,8月10日 08:41,6,5,15,iPhone 6s Plus,FgpAZ4OKr,1,3724,249,4
313,#九寨沟地震# 据陆航侦查，在景区内部还有被困人员。成都消防司令部参谋长连夜召开会议，研究分配任务。明日晨7时40分，将派出多组官兵进行山岳救援，由五花海向两侧纵深山地推进实施地毯式精准搜救。,8月10日 01:33,2,1,11,iPhone 7,FgmN9iN0y,1,3725,250,4
314,#九寨沟地震#实拍成都消防搜救九寨沟山口旅馆，包括两名婴儿在内229名被困群众平安转移。 O网页链接,8月9日 23:18,1,评论,7,iPhone客户端,FglUseis5,1,3726,251,4
315,#九寨沟地震# 灾后救援持续进行中。,8月9日 21:27,1,1,6202,iPhone客户端,FglbjlOWF,1,3727,252,4
316,#九寨沟地震# 【成都消防实时报道】截至目前 成都消防转运229人、其中婴儿2人 搜救进行中不放过每一个角落。我们搜救仍在进行！,8月9日 19:29,5,6,43,iPhone 6s Plus,FgkprnTkp,1,3728,253,4
317,#九寨沟地震# 这里是进九寨沟山口的一片倒塌的旅馆，目前，成都支队搜救犬闪电、 顺城正在进行搜救。 L成都市公安消防支队的秒拍视频 ????,8月9日 18:50,10,10,20,iPhone 6s Plus,Fgk9tcZXs,1,3729,254,4
318,#九寨沟地震#??成都消防飞豹救援队及搜救犬小分队深入灾区村落进行全覆盖式搜救！ L成都市公安消防支队的秒拍视频 ????,8月9日 18:18,3,1,3,iPhone 6s Plus,FgjWHg5J2,1,3730,255,4
319,#九寨沟地震# 成都消防正帮助疏散车辆，保证生命通道畅通！ L成都市公安消防支队的秒拍视频 ????,8月9日 17:21,1,1,9,iPhone 6s Plus,Fgjzl5TO2,1,3731,256,4
320,#九寨沟地震# 四川消防接到求救电话称，漳扎镇朗寨有人员被困，被困人员中有一名婴儿，无食物，婴儿无奶粉。成都消防接到调令后立即赶往现场进行救援疏散。视频为转移以上被困人员。 L成都市公安消防支队的秒拍视频 ????,8月9日 15:17,4,评论,15,iPhone客户端,FgiKUtDWO,1,3732,257,4
321,#成都消防正在进行救援# L成都市公安消防支队的秒拍视频 ????,8月9日 14:39,4,5,7,iPhone客户端,FgivDFCEI,1,3733,258,4
322,#九寨沟地震# 飞豹救援队在行动，通信不畅，道路碎石较多，两次轮胎被扎，有惊无险！去了九寨沟县黑河乡，玉瓦乡，现在正去大录乡侦察搜寻…… ????,8月9日 14:22,2,7,18,iPhone客户端,FgioUtPEj,1,3734,259,4
323,#九寨沟地震# 【成都消防实时报道】“劈石开路 打通生命通道”随着越来越靠近震中 道路上出现了越来越多的大石块 为确保道路畅通 成都消防官兵劈石开路 以方便更多的救援力量进入。 ????,8月9日 12:49,24,6,34,iPhone客户端,FghMNs0s2,1,3735,260,4
324,#九寨沟地震#??成都消防飞豹救援队到达灾区后，按照指挥部统一部署，对玉瓦乡进行搜救救援。在救援过程中通过乡政府了解到玉瓦乡受灾较轻，前方20公里大路乡处信号中断，情况不明。了解情况后，成都消防立即派遣特三飞豹二分队一车4人前往大路乡了解灾情并救援。,8月9日 12:35,1,评论,18,专业版微博,FghHb4Wqm,1,3736,261,4
325,#九寨沟地震# 九寨沟发生地震以后成都消防立刻集结，成都消防共部署38台消防车、210名官兵、2只搜救犬、5个照明灯组，7个雷达生命探测仪、1个音频生命探测仪，集结完毕后奔赴灾区。其中，第一批救援力量，指挥部、飞豹救援队、搜救小分队共26台车辆，91名官兵及两只搜救犬于21点50分左右集结向震区进 ????...展开全文c,8月9日 10:00,19,15,24,iPhone客户端,FggGimxBD,1,3737,262,4
326,#九寨沟地震# 成都支队地震救援先遣部队飞豹救援队现已抵达震区九寨沟县城。 ????,8月9日 07:55,3,16,27,iPhone客户端,FgfRHEs2E,1,3738,263,4
328,#九寨沟地震# 成都消防救援已在路上，时间就是生命！愿每位同胞都安好，今夜，为九寨沟守望，为九寨沟祈福！ ??? L成都市公安消防支队的秒拍视频 ????,8月9日 02:22,5,42,86,iPhone 6s Plus,FgdGl52Nu,1,3740,264,4
329,#九寨沟地震# 成都消防支队飞豹救援队，全速向九寨并进！！！ L成都市公安消防支队的秒拍视频 ????,8月9日 00:42,15,83,123,iPhone 6s Plus,Fgd21x7bU,1,3741,265,4
330,#九寨沟地震# 成都消防支队飞豹救援队已经到达绵竹服务区，他们将即刻出发赶赴灾区！ L成都市公安消防支队的秒拍视频 ????,8月9日 00:28,9,29,53,iPhone 6s Plus,FgcWfmM4M,1,3742,266,4
331,#九寨沟地震# 成都消防分成绵复线及成绵高速两路同时并进。两路分别有猛士卫星通讯车和战保力量、以及重型搜救队和搜救犬队。成都消防全力赶赴！ ????,8月9日 00:15,5,32,68,iPhone 6s Plus,FgcR3AuxS,1,3743,267,4
332,#九寨沟地震# 成都消防在路上。 ????,8月8日 23:48,35,122,263,iPhone 6s Plus,FgcG909C8,1,3744,268,4
333,#九寨沟地震# 四川省公安消防总队立即启动地震救援应急响应机制，目前已调派六个支队的610余名官兵、8只搜救犬向震中地区开进增援。,8月8日 23:18,7,27,54,iPhone客户端,FgctPoFvh,1,3745,269,4
334,#九寨沟地震# 成都消防184名救援官兵39辆消防车3只搜救犬接到增援命令后完成集结，向九寨沟进发。 L成都市公安消防支队的秒拍视频,8月8日 23:18,30,128,213,iPhone 7,FgctC8oo1,1,3746,270,4
335,#九寨沟地震# 成都消防第一批力量集结完毕即刻登车，现在正在赶往灾区的路上。 ????,8月8日 23:12,5,35,57,iPhone客户端,FgcrdtUCO,1,3747,271,4
337,#九寨沟地震# 成都消防在都江堰基地集结，准备连夜进入震区。 ????,8月8日 22:00,1109,1262,1727,iPhone 7,FgbXWgfMR,1,3749,272,4
565,消防员教你正确逃生,7月2日 19:15,转发,评论,1,iPhone 7,Fay4PFgYE,1,3977,273,4
﻿序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
468,【收好！地震自救12秒求生指南】据央视，今晨2时14分，墨西哥莫雷洛斯州发生7.1级地震，已致134人遇难。假如地震突然发生，自救的黄金时间也许只有短短12秒。生死一瞬，怎样自救更科学？“生命三角”法则和“伏地、遮挡、手抓牢”三步法则是两种流传最广的应急措施↓↓ L人民网的秒拍视频,9月20日 09:32,318,46,82,360安全浏览器,FmErT5dSG,1,4451,274,5
1686,"【新疆大叔为九寨沟灾区送2000个馕：""只是想出份力""】今年42岁的新疆大叔阿巴拜科日在成都开美食店。九寨沟地震发生后，因担心受灾群众饿肚子，他和妻子、侄儿连夜烤馕，从8日晚上忙到9日早上7点，为灾区送去2000个烤馕。近来，不少四川人得知后纷纷来店里照顾生意，""表达我们四川人的谢意""。 ????...展开全文c",8月21日 17:00,123,204,541,360安全浏览器,Fi8yHhcH8,1,5669,275,5
1718,【再见，亲人！九寨沟群众自发送别地震救援官兵】今天，九寨沟县上百群众自发守在街道上，拉开横幅送别抗震救灾的救援部队。马路中间，救援部队乘车缓缓离开，他们用斗志昂扬的军歌和群众们道别，他们是祖国的子弟兵，是人民的子弟兵，哪里有需要，哪里就是他们的战场。在九寨沟群众眼中，他们已经 ????...展开全文c,8月20日 20:25,187,112,585,微博 weibo.com,Fi0tlm3sS,1,5701,276,5
1923,【好暖！硬汉特警的柔情一面：救援时为女伤者打伞】地震发生后，@阿坝公安 特警路王足和同事们一起赶赴救援。他看到地上躺了一名女伤者，担心烈日晒着伤口增加疼痛，路王足为伤者撑起了一把遮阳伞，还不停安慰：“不要着急，路马上抢修通了，第一时间 把你们送出去。”L华西都市报的秒拍视频 ????,8月15日 20:46,213,151,976,微博 weibo.com,Fhfto2NU4,1,5906,277,5
1969,我们，和你在一起！ @四川公安 @宜宾公安 #四川九寨沟7.0级地震##我们和你在一起#,8月14日 22:20,79,36,348,微博 weibo.com,Fh6F2BcKH,1,5952,278,5
1972,【忙碌的“帐篷派出所”】地震发生后，漳扎镇受损较为严重，漳扎派出所也成了危房。8月9日，派出所民警在所址西侧搭建了4顶帐篷，开始了正常的派出所业务。一张从所里抢救出来的办公桌、几把椅子，成了派出所的“重要家当”。所长：虽然发生了地震，我们的业务可不能停。O忙碌的“帐篷派出所”,8月14日 20:56,88,15,144,微博 weibo.com,Fh66WBVNL,1,5955,279,5
1996,一首唱出抗震救灾一线民警心声的歌 战友们，辛苦了！#贯彻十六字总要求# L中国警察网的秒拍视频 ????,8月14日 12:04,87,14,103,微博 weibo.com,Fh2D0uHIf,1,5979,280,5
1998,【三次大地震 这名老兵都跑在最前线】从警21年，经历汶川、芦山大地震，这是南充消防老兵上官惠忠第三次奔赴地震灾区！他说：不论什么时候，只要是抗震救灾，内心都是十分沉重的。转发，致敬！代所有被他救过的人致敬！代所有和他一样敬畏生命的人致敬！向警营老兵致敬！L微辣Video的秒拍视频,8月14日 11:04,102,38,462,微博 weibo.com,Fh2eEwtc2,1,5981,281,5
2034,【九寨沟帐篷里的派出所和警务室】国旗、党旗、警徽！四川九寨沟县居民安置点和聚集区里，有我们在！巡逻、值守、处置警情，这简陋的帐篷派出所和警务室会让你安心，因为，有我们在！@平安九寨 ??? @治安君 ????,8月13日 13:16,289,70,366,小米,FgTG5pHxS,1,6017,282,5
2061,【“宝贝对不起 来不及抱你”】9日晚，#四川九寨沟7.0级地震#发生后，四川江油市交警全员上路执勤。当时，正在产房外等妻子分娩的辅警岳霖，接到命令就赶往了执勤点。这几天，岳霖只有在休息间隙才能看看妻子发来的孩子照片。他给儿子取名“援援”：“当时我们正在救援路上，守护生命通道！”??????...展开全文c,8月12日 20:08,56,39,212,小米,FgMWD3glt,1,6044,283,5
